"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/MPTopdownKit/Effects/Materials/M_Fire_Torch.M_Fire_Torch","0","0","24","1","0.000000","0","0"
"/Game/MPTopdownKit/Effects/Materials/M_Heat_Smoke.M_Heat_Smoke","0","0","84","1","0.000000","0","0"
"/Game/MPTopdownKit/Effects/Materials/M_Ash.M_Ash","0","0","24","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Miscellaneous/Materials/M_NULL.M_NULL","0","0","12","1","0.000000","0","12"
"/Game/MPTopdownKit/Items/Weapons/Materials/M_Weapon_Bone_Blades.M_Weapon_Bone_Blades","0","0","33","1","0.000000","0","0"
"/Game/MPTopdownKit/Environment/Materials/M_Wood_Planks.M_Wood_Planks","0","0","33","1","0.000000","0","0"
"/Game/MPTopdownKit/Environment/Materials/M_Skeleton.M_Skeleton","0","0","21","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Miscellaneous/Materials/M_Currency_Gold_Coin.M_Currency_Gold_Coin","0","0","12","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Equipment/Materials/M_Armor_Troll_Leather.M_Armor_Troll_Leather","0","0","24","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Equipment/Materials/M_Equip_Bone_Amulet.M_Equip_Bone_Amulet","0","0","33","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Equipment/Materials/M_Armor_Leather.M_Armor_Leather","0","0","33","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Equipment/Materials/M_Armor_Cardboard.M_Armor_Cardboard","0","0","24","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Consumables/Materials/M_Food_Hambone.M_Food_Hambone","0","0","24","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Consumables/Materials/M_Food_Baguette.M_Food_Baguette","0","0","24","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Consumables/Materials/M_Food_Apple_Poinsoned.M_Food_Apple_Poinsoned","0","0","12","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Consumables/Materials/M_Food_Apple.M_Food_Apple","0","0","12","1","0.000000","0","0"
"/Game/MPTopdownKit/Environment/Materials/M_Fern.M_Fern","0","0","49","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Weapons/Materials/M_Master_Grunt_Weapon.M_Master_Grunt_Weapon","0","0","33","1","0.000000","0","0"
"/Game/MPTopdownKit/Items/Weapons/Materials/M_Weapon_Rifle_Assault.M_Weapon_Rifle_Assault","0","0","24","1","0.000000","0","0"
"/Game/MPTopdownKit/Effects/Materials/M_Smoke_SubUV.M_Smoke_SubUV","0","0","24","1","0.000000","0","0"
"/Game/MPTopdownKit/Effects/Materials/M_explosion_SubUV.M_explosion_SubUV","0","0","24","1","0.000000","0","0"
"/Game/MPTopdownKit/Effects/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/MPTopdownKit/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","182","2","0.000000","0","0"
"/Game/MPTopdownKit/Effects/Materials/Masters/M_Trans_Sprite_SubUV_Master.M_Trans_Sprite_SubUV_Master","0","0","32","1","0.000000","0","0"
"/Game/MPTopdownKit/Effects/Materials/Masters/M_Trans_Sprite_SubUV_Master_DepthFade.M_Trans_Sprite_SubUV_Master_DepthFade","0","0","24","1","0.000000","0","0"
"/Game/MPTopdownKit/Materials/M_PP_OutlineColored.M_PP_OutlineColored","0","0","8","2","0.000000","0","0"
"/Game/MPTopdownKit/Effects/Materials/M_Particle_Effect_Ring.M_Particle_Effect_Ring","0","0","32","1","0.000000","0","0"
"/Game/MPTopdownKit/Animations/Character/Ganfaul_Body.Ganfaul_Body","0","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/MPTopdownKit/Environment/Materials/M_Wall_01.M_Wall_01","0","0","21","1","0.000000","0","0"
"/Game/MPTopdownKit/Environment/Materials/M_Floor_01.M_Floor_01","0","0","21","1","0.000000","0","0"
"/Game/MPTopdownKit/Environment/Materials/M_Floor_02.M_Floor_02","0","0","21","1","0.000000","0","0"
"/Game/MPTopdownKit/Environment/Materials/M_WoodenBarrel_01.M_WoodenBarrel_01","0","0","21","1","0.000000","0","0"
"/Game/MPTopdownKit/Effects/Materials/M_Fog.M_Fog","0","0","84","1","0.000000","0","0"
"/Game/MPTopdownKit/Environment/Materials/M_Crate.M_Crate","0","0","21","1","0.000000","0","0"
"/Game/MPTopdownKit/Environment/Materials/M_Pot.M_Pot","0","0","21","1","0.000000","0","0"
"/Game/MPTopdownKit/Animations/Enemy/Animation/WorldWar_zombie_material.WorldWar_zombie_material","0","0","24","1","0.000000","0","0"
"/Game/MPTopdownKit/Materials/PP_OutlineCustomDepth.PP_OutlineCustomDepth","0","0","4","1","0.000000","0","0"
"/Game/MPTopdownKit/Materials/M_Unlit.M_Unlit","0","0","2","1","0.000000","0","0"
"/Game/MPTopdownKit/Materials/M_Thumbnail_Background.M_Thumbnail_Background","0","0","21","1","0.000000","0","0"
"/Game/MPTopdownKit/Environment/Materials/M_Wall.M_Wall","0","0","21","1","0.000000","0","0"
"/Game/MPTopdownKit/Environment/Materials/M_Wood_Parts.M_Wood_Parts","0","0","21","1","0.000000","0","0"
"/Game/MPTopdownKit/Character/Materials/M_Zombie.M_Zombie","0","0","33","1","0.000000","0","0"
"/Game/MPTopdownKit/Animations/Enemy/WorldWar_zombie_material.WorldWar_zombie_material","0","0","24","1","0.000000","0","0"
